Year,Region,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Economic_Impact_Million_USD,Decade,Total_Chemical_Use_KG_per_HA,Yield_per_Chemical_Input,Has_Adaptation,High_Extreme_Weather_Risk,Country_Australia,Country_Brazil,Country_Canada,Country_China,Country_France,Country_India,Country_Nigeria,Country_Russia,Country_USA,Crop_Type_Coffee,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Fruits,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Sugarcane,Crop_Type_Vegetables,Crop_Type_Wheat,Adaptation_Strategies_Drought-resistant Crops,Adaptation_Strategies_No Adaptation,Adaptation_Strategies_Organic Farming,Adaptation_Strategies_Water Management,Temperature_Category_Medium,Temperature_Category_High
2009,33,-0.9908356236413544,-1.0376250345993336,-0.47812447740617753,2.93,1,1.2868611693337784,1.3080713647460702,-0.46791707472652505,1.5562723645730736,1005.89,2000,0.17273930783558944,-0.09899474512347214,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2010,8,-0.3254120828663485,-0.991337972696961,-0.757551865112729,2.15,7,0.5130128638215566,0.11830482258670691,0.17751182656286638,1.0477274360148756,443.24,2010,0.21310366003916503,-0.278616363867373,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2018,10,0.21704328064879405,-0.5323432429146561,-0.11836171573399261,2.36,5,-0.7472323875720416,-0.26471166865369156,-0.2951525118341677,0.5253176019068924,716.39,2010,-0.3851648780479304,-0.07649146967022512,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2008,20,-0.17889680783331968,1.6386267957152019,-1.1510787694661224,4.19,3,1.1094648148628017,1.2287075872818436,0.7539742289557121,0.19057916791921742,1634.89,2000,1.2344156413761307,-0.09522834996339716,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1997,28,0.17692600296117894,-1.7181044736294653,-0.13000452355509887,1.818,0,1.3214938632652058,-0.6684317540151926,-0.2993322996460795,-0.2570592112595665,274.27,1990,-0.5719673452226145,-0.17584038616756395,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1990,20,-0.9777539026562626,-0.3251198184397556,1.4580744632438016,2.574,10,-0.1688663989172085,0.9995878123416413,-1.689808378408762,1.6062850595919425,616.9,1990,-1.0647879244523089,0.3717330524624476,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1991,2,-1.7042254746950305,-1.6180270257804275,0.15524426806200542,0.972,7,-1.6284420442716874,-0.529717673403805,0.6365918545711868,1.7236415815669106,401.03,1990,0.33169350100935785,-0.543834703574882,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1997,23,0.31559224540315267,-0.7291191582484147,1.4138317935235978,4.32,9,0.49723574769724,-1.1687686119418392,-1.4985830860137939,0.3257619970296247,1271.67,1990,-1.8761426939396717,4.377808277040247,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,17,0.9688061799254064,0.5033142387485239,1.6792878118448218,2.772,9,0.3113736235985812,0.6124306022770224,-1.5978530465467007,0.7006096220720353,368.67,2020,-1.157719805107051,0.5519011439017772,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2003,16,-1.483580447413148,-1.5862993939772445,-0.823915869693035,2.394,5,0.8547221106116375,-0.3399347272936977,-0.7409965451047673,0.48075183406829636,529.82,2000,-0.8197856936352607,0.126618388029782,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1991,12,0.2641374761951247,1.14981753330657,1.4289674436910358,1.962,5,-1.6107408895956246,0.4040144214579228,-0.4170629896815973,-1.6945528116533826,617.84,1990,-0.19147856786178405,-0.23937309698321593,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
2003,29,-0.7021656472369942,0.06661829482632625,-1.3233923252184958,1.26,5,-0.8288116221660699,-0.6560095975425311,1.489616883852201,0.8689691894622861,487.07,2000,1.0407293311899843,-0.5388325955288171,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1993,33,1.0813089803971963,0.7326997991423273,0.8980554070485882,2.475,1,1.4253919450594872,0.3922823847892981,1.543605809756063,0.5787965233132072,1193.73,1990,1.5645272039712594,-0.3938723368551935,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2022,28,-1.028336557131951,1.251969575717523,0.17852988370421838,1.872,3,1.126011546407817,0.09208027003331008,1.2865488593234826,-1.363775779251361,865.5,2020,1.1974932106782867,-0.4519989225692648,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2016,17,1.5548672800575218,0.3115571030735306,1.5081385368745588,2.655,10,0.9463063456747451,0.2528781843738739,-1.3986164941789017,1.5399315830322553,1104.36,2010,-1.1417618053986611,0.48064860816363913,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
2008,2,0.598157418681137,1.6262164965094936,1.1879613217941352,3.438,5,0.4568309381105751,0.02927936786596547,0.8650869216223692,-0.9295071304241554,580.88,2000,0.7904077671368064,-0.13637292968490178,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2009,10,1.398758742968759,-0.6255633482596389,-0.965958125110532,3.17,2,0.6373057542643453,0.09829134826964085,1.5157405576766503,1.5443881598161149,1416.87,2000,1.4061988147076239,-0.2760880977062819,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2004,8,0.06791166141874677,-0.9533492890422492,-0.3663535223235571,2.82,3,1.2337577053055904,1.203173154532484,-0.7601539059093634,-0.5546595053817446,637.62,2000,-0.13734652963528465,-0.035840421485368576,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2012,24,1.703998899287569,0.8337089511359382,-0.7377590918168483,2.36,0,0.5722732512153322,-0.1404901039270758,-0.6431198471758309,-0.5908072948508281,1059.54,2010,-0.6414315792473713,0.02418815991186402,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2009,7,0.38884988291966704,-0.5300574620799712,1.3532891928538449,2.493,10,-1.0589266329548856,0.45922400578086314,-0.5661420883064541,1.5602337661587264,275.42,2000,-0.3003684482249166,-0.0681032056552285,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2015,8,-0.2818063462493756,-0.24602434792649572,-0.5968811171814621,3.69,3,-1.5522501176225478,0.3874515461610408,1.05666052966833,-0.999326833371289,878.34,2010,1.1248999571028653,-0.1547586728018485,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1997,25,-0.6332685833821768,-1.071079424750458,1.084340332186289,1.6740000000000002,8,-1.587267619264324,1.575837848712331,0.9364916300758636,1.3230448462177562,222.38,1990,1.5557659492293983,-0.5071695949450451,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002,2,-1.4766035295544322,-0.9046770645297704,1.4743743941933505,0.5760000000000001,3,0.7796846070935458,-0.5856173775307822,-0.07257881084986056,0.5035298931858005,232.63,2000,-0.3307199378663644,-0.5867067286232248,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2001,9,0.6356583521717336,0.9766323669133932,-1.70061929862234,1.07,2,1.5904744527992896,0.36743807184397503,0.8459295608177733,1.1254699421333145,238.3,2000,0.9265201175907221,-0.5638810867294599,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1999,3,0.46995655302723655,-0.7344485059553706,-1.6796622445443488,0.91,5,-1.7211807024658423,-0.9672536291631071,-0.4226360400974797,-0.47939287525433866,132.91,1990,-0.8182211838599284,-0.4143944101416743,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2011,16,0.4429209963247135,1.1245248714619032,0.19133697230743524,1.332,9,-0.867677200911338,0.555150658541972,-0.9593904582771625,-1.4667722204783376,429.35,2010,-0.6101413837407242,-0.31896427665815386,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2011,23,1.305442466608437,0.9617747914879401,-0.8215873081288138,3.56,4,0.034312072147164016,-0.2143329229590085,0.5188611645356693,0.19057916791921742,544.24,2010,0.368928833662268,-0.016766479443779736,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2000,6,1.1728810272928394,-1.4192883203821025,0.4090574785621233,3.411,3,-0.3570373692779626,-1.5911219320123327,1.2604251854990336,1.280459779171987,1582.93,2000,0.4108576956411754,-0.05789738898681787,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2004,20,1.1502060442520134,-0.6836768414371213,1.220561183693233,2.682,7,1.5862415679854485,-1.2336398735212941,-1.177784371449558,0.4044948535444766,1214.37,2000,-1.617372777099699,1.3032957395387494,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2016,7,0.7952553481898542,0.9889557070656084,1.6199094919571793,2.538,9,-1.1412754829696123,-1.188782086258905,0.8661318685753472,-0.00749091136343034,693.64,2010,0.23907452230968218,-0.19988350945699931,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2008,6,1.353408776887107,-0.4918203239867067,-0.35471071450245084,1.68,7,0.9251419216055399,1.2314680664979907,-0.8110079909542911,1.2259905073692583,402.59,2000,-0.17020123491726416,-0.31637515476135225,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2016,21,1.1519502737166922,-0.12003310213640864,1.6373737036888387,2.097,9,-1.6234395440371479,0.5185743089280239,-1.028705272824701,0.75557406907297,343.94,2010,-0.6889926764174754,-0.04194745739077366,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1990,29,0.017329006943058233,0.7475573745677803,-1.6132982399640428,3.74,7,1.5658467593369414,-1.28125813999983,-1.6856285905968502,-1.4964827323707348,1394.52,1990,-2.0951740624862025,7.585647236459555,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2017,11,-0.8574020695934175,-0.25556499836692015,1.3858890547529423,1.548,7,0.36986439557165796,0.9009006803643855,0.8361767225899789,-0.39224204036997373,500.19,2010,1.1596320741152442,-0.5001911965208979,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024,31,0.30076629495338203,-0.33553005941511493,0.12613724850923963,3.087,1,-0.9842739371471427,-0.31785089356452156,-0.6152545950964184,-0.3090526070712617,1317.2,2020,-0.696815225294137,0.29516631969086876,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2012,31,1.407479890292153,-0.0011228078450742707,-0.09973322322022249,3.48,7,0.9451519225436976,-1.4151413819829604,0.1869163491396682,-1.1711526271489858,970.89,2010,-0.47371613133174206,0.2877516975513194,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1994,11,1.6263806881093574,-0.9461565330461479,0.5778781919681647,1.2240000000000002,1,1.1775757795946082,0.29773597163626275,-0.4094000453597589,0.15393620325192783,324.97,1990,-0.23278162593055865,-0.42361169220857625,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2004,10,1.3159078433965101,0.08842017180932783,0.36597908962402986,3.357,2,-0.06188985544013356,1.1810893208033078,1.6571567119796686,-1.182541656707738,367.77,2000,2.0241801759639073,-0.31872411102239745,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2009,29,-0.7239685155454806,-1.182076445173888,-0.11254031182343957,1.85,3,-0.85728739273191,0.04170152433862702,1.4175155440967215,0.8684740142640792,429.47,2000,1.2923025030634283,-0.46301327348677046,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2001,17,0.3836171945256304,-0.5368154228086053,-1.3012709903583937,1.85,2,1.2722384763405092,-0.5849272577267454,0.14999489013444658,1.3512698325155332,718.5,2000,-0.13046268662382185,-0.28142501111205087,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2018,32,-0.8303665128908942,-1.3414226993396787,0.22859395733497545,0.756,2,-1.5472476173880083,1.3874351422102973,1.3123242174969396,0.2524760676950448,289.95,2010,1.807964925012975,-0.6444610803101581,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2009,32,0.24146249315429896,-1.3974615979552456,-1.6202839246567065,4.3740000000000006,3,-0.24005582533180878,1.4060683769192894,-1.3261668387724292,1.7325547351346302,756.13,2000,-0.5538190318287594,0.611314325512212,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2004,12,-1.028336557131951,0.8142177004314769,-1.654048067337915,2.15,6,-0.4293812188236102,1.7207630075600493,0.6937156213339825,-1.0785548650843482,1042.51,2000,1.403382697112026,-0.4269218400693492,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2014,7,-1.6789341474571864,0.8740455292349729,0.825869998557729,1.161,4,1.5408342581642442,1.2970294478814823,0.30952345828908295,1.0363384064561232,422.23,2010,0.8661300402628928,-0.5447179073206935,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2010,8,0.07140012034810453,0.6998292769218023,-1.3466779408607084,2.98,2,0.9616986540887125,-0.12323710882615695,-1.3481107247849666,-0.08523341748186959,911.01,2010,-1.26692258742525,0.7906094776962671,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1993,13,0.33913934317631794,0.3909258734691985,-1.2791496554982917,1.63,8,-1.2220851021429424,0.29911621124433624,-1.5982013621976934,0.9670138787071969,299.93,1990,-1.3000901946622963,0.12135935379766444,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1991,11,1.451957741641466,1.6277072231408096,1.4149960743057082,1.647,6,-0.3628094849332004,-0.7512461304996031,-1.37214450470346,-0.18426845712319348,715.45,1990,-1.5732536014353264,0.4406439256655458,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2015,15,-0.26087559267322863,-0.46250270023748524,1.6594950385489409,1.782,9,-1.649991276051242,-1.5483345041620538,-1.4167289080305199,0.6481210510621335,507.52,2010,-1.9747068097856106,1.931023077584739,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
2016,0,0.5519353378671457,0.0904078073177498,-1.3687992757208103,2.74,0,-0.592539688011667,-1.275737181567536,-0.6420749002228531,0.1682962839999194,772.72,2010,-1.1552165894665194,0.5342234481780306,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2008,13,-0.07249881048790582,0.5040099111764716,-1.5667270086796177,1.8,5,-0.1492412056893999,0.39159226498526123,0.7205359264604169,-1.2018534894377961,607.37,2000,0.8248269821941181,-0.430096568981625,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2008,30,-0.013195008688822743,1.209570825778501,0.30776505051849834,1.611,4,0.851643648928844,-1.09630603251798,-1.1426044906992996,-1.3657564800441873,678.95,2000,-1.5235021905797572,0.3444064518620758,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1996,33,0.3705354735405384,1.3098346144564534,-1.152243050248233,4.53,0,-0.3085515977739647,0.5178841891239874,-1.5992463091506715,-0.9191084512618164,669.87,1990,-1.2018389807714236,1.4566402736080084,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2005,9,0.2292528869015465,1.5653203136202205,-1.3850992066703591,2.8,4,-1.5499412713604526,1.53995161890242,-1.6849319592948648,-1.7138646443834407,1390.37,2000,-0.8154050662643301,0.2716159173586119,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2015,23,0.9845042451075166,1.1660788763098462,0.759505993977423,2.817,6,1.0729080823796284,-1.1397835801722958,-0.7096481365154282,1.3304724741908551,1305.18,2010,-1.1542778836013199,0.56915158244126,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004,14,1.515622117102246,1.5107224507482595,-0.9391796671219875,1.29,1,-1.6388318524511156,1.1224291374601836,-1.7169769991861892,-1.1582780719956138,331.02,2000,-1.0334977289456615,-0.198995277196547,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2010,3,-0.6568156811553423,-0.049832300523336114,1.3206893309547472,0.756,3,1.5854719525647503,-0.6201233677326198,1.4032346024060227,1.4225750610572863,154.13,2010,0.9794005479969559,-0.6192503095708287,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,23,-0.45186871905556975,-0.5167775723393279,-1.1534073310303437,3.59,3,-0.10306428044749694,-0.21640328237111883,0.5024903289390146,0.31437296747087223,1043.05,2010,0.35328373590894435,-0.006362424895259401,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
1995,11,-1.5341631018888364,1.4579134598338774,1.052904751069302,1.575,5,-1.4668228059250277,0.27496201810305,-0.9879523416585604,-0.8997966185317586,166.65,1990,-0.7628375378131629,-0.19243193237775824,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,1,-0.5948955351592408,-0.7781267962529398,-1.6202839246567065,1.69,6,1.3618986728518707,1.5240788634095743,-1.626066614277106,-0.44918718816373493,264.47,2010,-0.7697213808246253,-0.14944740501391562,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2000,13,0.7062996454912296,0.0700718115222091,0.10983731755969116,3.33,8,-0.7583918111721681,1.6724546212774762,-0.9781995034307659,-0.5625823085530507,737.99,2000,-0.12044982406169494,0.08615297422567396,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2003,1,0.7969995776545331,0.12029687627564259,-1.5632341663332856,1.96,0,-0.447082373499673,0.9064216387966799,-0.2209612781727319,-0.6888519840957386,673.54,2000,0.21247785612903175,-0.31978043597122935,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2015,25,-0.8451924633406651,-1.3603176593916135,-1.4910487578424265,1.2,9,-0.531740069776495,-1.3268060470662557,0.1297925823768726,-1.4241871534325683,241.07,2010,-0.4849806017141351,-0.3871129062320124,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1999,23,-0.46320621057598277,0.5136250979484619,-0.9065798052228898,1.58,6,0.10665592169281189,-0.9776054262236584,0.6951088839379533,-0.9943750813892227,594.57,1990,0.1811876606223845,-0.39808465332607534,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2010,0,-1.25508638754021,-1.4815634254053434,-0.2825253060115916,2.322,4,0.45606132268987637,-0.9920979421084302,-0.2850513579553807,0.2376208117488464,717.73,2010,-0.7058893819910649,0.04158568547346622,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2005,22,-1.502766971524616,-1.4363074494229642,1.6466879499457239,2.025,10,0.18400227147299908,-1.1542760960570673,1.7254265795742294,-0.8676102306483281,1012.43,2000,1.0266487432119933,-0.4119077195533646,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2016,32,-1.3763103353353947,0.49921474051240394,-0.7389233725989589,1.4,1,0.7238874890929131,1.2549321398352404,0.29036609748448694,0.1663155832070933,316.21,2010,0.829833413475182,-0.5005953039918012,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2004,20,-1.4146833835583306,0.01518822604591228,0.10401591364913793,2.07,6,0.09549649809268514,-1.206035081359824,-1.4257851149563288,-0.1525772444379698,603.38,2000,-1.8276428909043687,1.4790281303096058,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2001,11,1.3071866960731158,1.081455294538788,-0.2522540056767152,2.91,3,-0.9188566263877804,-1.5393629467095762,-0.71905265909223,0.0955055298635464,690.63,2000,-1.3438964683716021,0.8699181040644196,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2022,3,0.7254861696026975,-0.7389579540151026,0.3764576166630255,0.756,8,-0.8403558534765457,-0.8602850595374102,0.6738616292274008,1.0903125030606449,328.31,2020,0.2152939737246297,-0.5815355765225373,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1990,11,1.2836395982999504,0.8637843609227451,-1.3909206105809122,1.03,2,-0.25621774916647455,1.562035452631596,-1.6292014551360399,0.96651870350899,382.6,1990,-0.7553278908915673,-0.3855548170200584,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2023,1,-0.30709767348721984,-0.328424262472507,-1.574876974154392,4.18,8,-0.8172673908555943,-0.9023823675836521,-0.7681651658821944,0.23514493575781345,1998.84,2020,-1.0992071395096206,1.119020743781069,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2021,1,-1.0039173446264462,-0.22052049980905822,-0.9426725094683193,1.88,6,0.49877497853863645,-0.8954811695432846,-0.6093332290295435,-1.5148042147043796,360.77,2020,-0.9533948284486448,0.005133751145039126,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1994,28,1.1388685527316005,-0.7765863787339129,-0.8541871700279114,3.83,3,-0.7256831557924869,-1.3889168294295637,0.3694337502598197,1.4854623112295273,962.81,1990,-0.29786523258438485,0.29396606949769133,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2009,8,-1.2472373549491549,-0.9868036791933738,1.2263825876037862,1.962,3,-0.6052383424531902,0.7297509689632707,-0.047500083978389375,0.3589387353094683,203.38,2000,0.2882001292551181,-0.33160564968506,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2004,5,-0.5408244217541945,-0.4106626816334591,1.1006402631358378,1.107,0,0.08933957472709822,-0.11978650980597337,-1.2140091991527941,-0.650723493833829,143.93,2000,-1.1448908249493257,-0.2329827324861634,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2021,13,-0.8591462990580965,-0.6406445326797892,-0.4175818767364248,1.94,0,-0.2850783274426638,-1.295750655884602,-0.2746018884256009,1.4042535787236419,932.97,2020,-0.8341791835683184,-0.03205394445032983,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,22,-0.7353060070658934,0.8009626561346889,-0.742416214945291,1.76,6,-1.7080972403139698,-1.4565485702251655,-0.9517275139553242,1.1428010740705468,375.14,2020,-1.515366739748029,0.43353663740771653,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,11,-1.1870614384177323,-1.7465897750095352,0.41138604012634455,1.413,3,-1.5395514631810243,0.10657278591808197,1.4053244963119782,-0.677958129735193,256.1,2020,1.31076371841235,-0.530854752551242,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,13,1.4153289228832084,-0.36274824315856585,1.6466879499457239,1.6740000000000002,3,-0.5644487251561762,-0.43103054142654923,-0.4118382549167075,-1.5336208722362312,656.79,2020,-0.5653964041662187,-0.2229074104358814,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2004,28,-0.6236753213264429,-0.012265989414164034,0.29146511956894944,1.1700000000000002,4,-0.4047535253612623,-0.9927880619124669,0.9215140570831797,0.03410380528592586,513.16,2000,0.37769008840412926,-0.5068380824903934,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2020,2,0.951363885278617,-1.458407471732229,-1.6703479982874636,1.368,2,-1.6576874302582258,-1.3551009590317626,-1.5828754735540167,-0.545251176615819,271.96,2020,-2.0363484949337054,1.7201372598227527,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
2008,30,-0.17889680783331968,-0.34249920641651876,-0.8693228201953496,4.42,8,1.6685904180001752,1.7062704916752773,-1.1871888940263595,-0.2625061384398393,2037.42,2000,-0.2928588013033214,0.45118054169590743,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1994,29,-1.4312535634727803,0.6610579617856495,-1.6365838556062555,0.52,5,-0.2396710176214594,-1.0445470472152234,0.7410865498689836,-0.7502537086733594,185.91,1990,0.19213922904971087,-0.6317211731999329,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2022,31,-0.10127859665510792,-1.64329484218124,-0.8192587465645924,1.98,5,1.6993750348281105,0.04377188375073736,-0.3878044749982141,-0.8973207425407254,481.48,2020,-0.32852962418089887,-0.19999946360275378,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1996,31,0.7333352021937527,-0.3935814389829592,-1.5387842699089624,3.3,10,-0.8792214322218139,0.9892360152810901,0.31091672089305356,-0.2124934434209708,1198.43,1990,0.7278273761235119,-0.14891600889564136,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,29,-1.43212567820512,0.9219599677098662,1.5873096300580816,1.89,7,0.82509191691475,-1.3378479639308438,1.2614701324520115,1.6706578353588029,422.35,2010,0.5266314190157698,-0.3799156135771581,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1990,21,0.8301399374834327,-0.1525806335868157,0.24489388828452435,3.519,0,-0.12769197390984513,0.1748946465177205,-1.0677166257358786,-0.9914040301999829,1034.01,1990,-0.8798628690080235,0.589082626142981,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
